Gender,FCVC,Weight,CALC,FAVC,Height,CH2O,NObeyesdad
1,3.0,49.603807,1,1,1.647811,1.438398,0
1,3.0,49.597765,1,1,1.768435,1.191401,0
1,1.0816,50.0,1,1,1.7,1.016968,0
1,1.270448,49.676046,1,1,1.699464,1.876915,0
1,1.344854,50.0,1,1,1.74379,1.0,0
1,2.959658,42.367615,1,0,1.590317,1.0,0
1,2.725282,42.0,1,0,1.527133,1.0,0
1,2.844607,42.0,1,0,1.530875,1.69551,0
0,2.44004,59.409018,0,1,1.848294,2.0,0
0,2.432302,59.295172,0,1,1.824414,2.0,0
0,2.592247,59.258372,0,1,1.856633,2.036764,0
1,2.449267,50.0,0,1,1.715597,1.266018,0
1,2.929889,49.945233,0,1,1.675054,2.792074,0
1,2.0,51.073918,0,1,1.717601,1.426874,0
1,2.015258,50.0,1,1,1.710756,1.315608,0
1,1.031149,50.0,1,1,1.7,1.963628,0
1,1.592183,50.0,1,1,1.7,1.086391,0
1,1.21498,39.850137,1,1,1.573816,1.179942,0
1,1.522001,39.371523,1,1,1.530884,1.98126,0
1,2.703436,40.343463,1,1,1.529724,1.439962,0
0,2.362918,56.307019,0,1,1.767563,2.358172,0
0,3.0,60.0,0,1,1.883364,2.0,0
0,2.14084,58.621349,0,1,1.824655,2.931438,0
0,3.0,60.0,0,1,1.840138,2.0,0
0,2.5596,58.325122,0,1,1.819557,2.0,0
0,2.336044,59.612717,0,1,1.798645,2.0,0
0,2.0,50.92538,1,1,1.7108,2.0,0
0,2.0,51.121749,1,1,1.70653,2.0,0
0,1.813234,51.149283,1,1,1.716691,1.274815,0
1,2.724285,44.188767,1,0,1.555431,1.0,0
1,3.0,45.0,1,0,1.603923,1.28246,0
1,3.0,45.0,1,0,1.602082,2.875583,0
1,3.0,42.0,1,1,1.53777,1.387531,0
1,2.71897,42.0,1,1,1.538398,1.164644,0
1,3.0,42.0,1,1,1.520862,1.848703,0
0,1.133844,51.7325,1,1,1.717826,1.325326,0
0,2.0,54.121925,1,1,1.753389,2.278578,0
0,1.757466,50.157707,1,1,1.70165,1.153559,0
0,2.0,54.997374,0,1,1.75336,2.976672,0
1,2.979383,49.980968,0,1,1.672007,2.975887,0
1,3.0,44.050251,0,0,1.593847,2.702783,0
1,2.204914,44.376637,0,0,1.584785,2.120292,0
1,3.0,45.0,1,0,1.600264,2.949419,0
1,2.927218,41.557468,1,1,1.549311,1.0,0
1,2.88853,41.96525,1,1,1.534385,1.0,0
1,2.890535,49.815599,0,0,1.725548,1.109115,0
0,3.0,63.199726,1,1,1.868931,2.825629,0
1,3.0,51.256059,0,1,1.686936,1.910378,0
1,2.0,40.202773,1,1,1.589829,1.0,0
1,2.530066,49.026214,1,0,1.653209,1.965237,0
1,2.241606,53.65727,0,1,1.740108,1.846626,0
1,1.003566,50.0,1,1,1.7,1.014634,0
1,2.652779,50.0,0,1,1.689141,1.60114,0
0,2.0,50.0,1,1,1.691206,2.975528,0
0,2.897899,51.552595,1,1,1.788459,1.835545,0
0,2.483979,58.83071,0,1,1.811238,2.0,0
1,2.945967,43.534531,1,1,1.830068,2.953192,0
0,2.0,56.029418,0,1,1.782756,2.28525,0
1,2.478891,55.967655,0,1,1.751691,2.004126,0
1,2.784464,50.0,1,1,1.78656,1.0,0
1,1.005578,50.0,1,1,1.71367,1.0,0
1,2.938031,42.006282,1,0,1.540375,1.333807,0
0,2.842102,59.895052,0,1,1.896734,2.0,0
1,2.0,50.079991,0,1,1.710129,2.685842,0
1,2.0,50.631889,1,1,1.704193,2.0,0
1,1.889199,39.695295,1,1,1.556611,2.013605,0
0,3.0,60.0,0,1,1.845399,2.0,0
0,2.943749,59.990861,0,1,1.834637,2.0,0
0,2.33998,52.514302,1,1,1.721854,2.0,0
1,3.0,44.661461,1,0,1.605521,1.0,0
1,3.0,42.0,1,1,1.530266,1.954889,0
0,1.950742,52.058335,1,1,1.71889,1.751723,0
0,2.277436,54.98234,0,1,1.756338,2.891713,0
0,2.0,55.695253,0,1,1.770324,2.369627,0
1,2.371338,56.265959,0,1,1.767479,2.263466,0
1,2.984425,51.437985,0,1,1.704223,2.044694,0
1,2.977018,49.803921,0,1,1.667852,2.482933,0
1,2.663421,51.881263,0,1,1.722461,1.04111,0
1,3.0,44.236067,0,0,1.588046,2.550307,0
1,2.753752,42.993937,0,0,1.598612,2.346647,0
1,3.0,44.00945,0,0,1.592379,2.566629,0
1,2.318355,42.3601,0,0,1.555778,1.220365,0
1,2.594653,44.594588,0,0,1.596466,1.916812,0
1,2.886157,44.918255,0,0,1.598393,2.306821,0
1,3.0,45.0,1,1,1.633316,2.924594,0
1,3.0,42.12617,0,1,1.559567,2.241607,0
1,3.0,42.069992,0,1,1.546551,2.318736,0
1,2.967853,41.706283,1,1,1.566501,1.131185,0
1,3.0,42.0,1,1,1.52,1.0,0
1,3.0,44.810751,1,0,1.599486,1.145761,0
1,2.619835,41.952805,1,1,1.559186,1.198883,0
1,3.0,42.0,1,1,1.523426,1.185062,0
1,3.0,42.0,1,1,1.52,1.0,0
1,3.0,51.107925,0,1,1.689441,1.774576,0
1,3.0,50.479039,0,1,1.737453,1.326694,0
1,1.053534,50.0,1,1,1.732096,1.0,0
0,3.0,61.411141,1,1,1.869098,2.233274,0
0,3.0,61.264785,1,1,1.851123,2.548527,0
0,2.530233,58.585146,0,1,1.787264,2.387945,0
0,3.0,52.0,1,1,1.787787,2.0,0
1,2.8813,51.710723,0,1,1.712515,1.24818,0
0,2.824559,51.692272,1,1,1.698914,2.0,0
1,2.762325,41.669346,1,1,1.533609,1.30491,0
1,2.070964,41.934368,1,1,1.567981,1.676975,0
1,2.68601,41.535047,1,1,1.544263,1.310074,0
1,2.794197,49.804245,1,1,1.670552,1.543021,0
1,2.720701,49.105025,1,0,1.676346,2.0,0
1,2.880792,49.125955,1,0,1.667404,1.960131,0
1,2.674431,50.173425,0,1,1.70011,2.453384,0
0,2.0,54.567343,0,1,1.75633,2.654078,0
1,2.55996,51.607091,0,1,1.703584,1.990788,0
1,1.212908,49.895716,1,1,1.690727,1.029703,0
1,1.140615,50.0,1,1,1.713564,1.0,0
1,2.562409,49.713944,1,1,1.67231,1.67062,0
1,2.004146,49.558304,0,1,1.660446,2.020764,0
1,2.690754,46.062954,0,1,1.630379,2.212296,0
1,3.0,50.424661,0,1,1.655413,1.995177,0
0,2.051283,51.216463,1,1,1.732862,2.35752,0
1,2.19005,50.0,1,1,1.74402,1.356405,0
0,2.21498,52.09432,1,1,1.757958,2.121251,0
0,2.91548,51.524444,1,1,1.786758,1.777486,0
0,2.708965,51.132809,1,1,1.767058,1.873004,0
0,2.853513,52.08657,1,1,1.699437,2.0,0
0,2.580872,58.913579,0,1,1.82525,2.0,0
0,2.508835,58.19515,0,1,1.793315,2.076933,0
0,2.0,57.275946,0,1,1.776989,2.575535,0
1,2.896562,42.656563,0,1,1.609495,2.839558,0
1,2.911877,44.762023,1,1,1.777929,2.196405,0
1,2.910733,45.248627,1,1,1.710948,2.204263,0
0,2.966126,59.881316,0,1,1.854162,2.0,0
0,2.613249,59.605028,0,1,1.821514,2.0,0
0,2.0,55.511075,0,1,1.762073,2.542415,0
1,3.0,54.835576,0,1,1.732307,2.00357,0
0,2.627031,55.003417,0,1,1.759933,2.993448,0
1,3.0,54.877111,0,1,1.741377,2.009796,0
1,2.919751,49.650897,1,1,1.731195,1.949308,0
1,2.494451,49.928447,1,1,1.74823,1.491268,0
1,1.69427,49.699672,1,1,1.756865,1.095417,0
1,1.601236,50.088468,1,1,1.701378,1.055019,0
1,1.204855,49.98297,1,1,1.699956,1.134658,0
1,1.052699,50.0,1,1,1.723328,1.0,0
1,2.910345,42.541794,1,0,1.585886,1.0,0
1,2.866383,42.0,1,1,1.524926,1.0,0
1,2.913486,42.0,1,1,1.52337,1.596212,0
0,2.432886,59.313525,0,1,1.844749,2.0,0
0,2.883745,59.619485,0,1,1.853325,2.0,0
0,2.707666,59.20945,0,1,1.854706,2.026547,0
1,2.919584,50.0,0,1,1.72064,1.147121,0
1,2.969205,50.165754,0,1,1.704167,2.765876,0
1,2.486189,51.491957,0,1,1.71746,1.064378,0
1,1.642241,50.0,1,1,1.708406,1.099231,0
1,1.567101,50.279053,1,1,1.763465,1.994139,0
1,1.036414,50.0,1,1,1.7,1.745959,0
1,1.649974,41.220175,1,1,1.574017,1.549974,0
1,1.118436,39.101805,1,1,1.537739,1.997744,0
1,2.673638,41.268597,1,1,1.534223,1.249074,0
0,2.120185,55.3707,0,1,1.76033,2.582165,0
0,3.0,60.0,0,1,1.841879,2.0,0
0,2.34222,58.673963,0,1,1.856406,2.311791,0
0,2.86099,59.933015,0,1,1.829142,2.0,0
0,2.559571,58.443049,0,1,1.822084,2.0,0
0,2.424977,59.243506,0,1,1.80671,2.0,0
0,1.786841,50.664459,1,1,1.707259,1.546856,0
0,1.303878,51.314659,1,1,1.708107,1.755497,0
0,1.889883,50.951444,1,1,1.739344,1.959531,0
1,2.984004,44.316254,1,0,1.573987,1.015249,0
1,3.0,44.753943,1,0,1.58092,1.246822,0
1,3.0,45.0,1,0,1.603435,2.487919,0
1,3.0,42.0,1,1,1.53535,1.49681,0
1,2.749268,42.0,1,1,1.53161,1.322048,0
1,3.0,42.0,1,1,1.525691,1.764055,0
0,1.202075,52.289828,1,1,1.719827,1.927976,0
0,2.0,53.783977,1,1,1.722547,2.072194,0
0,1.871213,50.248677,1,1,1.738702,1.283738,0
0,2.341133,86.963765,0,1,1.816298,2.0,5
0,2.0,70.0,1,1,1.638085,2.115967,5
0,1.450218,85.637789,0,1,1.813678,2.147746,5
0,2.204914,75.5771,1,1,1.697228,1.815293,5
0,1.206276,68.869791,1,1,1.617469,2.406541,5
0,2.0,88.965521,1,1,1.855543,1.015677,5
1,2.81646,82.919584,1,1,1.721854,2.722063,5
0,2.0,86.413388,1,1,1.855353,1.345298,5
0,2.0,75.0,1,1,1.696336,1.825629,5
1,2.0,80.0,3,1,1.751631,2.207978,5
0,2.0,75.0,1,1,1.698346,2.0,5
1,3.0,74.803157,1,0,1.642971,1.074048,5
1,1.758394,68.126955,1,1,1.613668,2.174248,5
0,2.0,68.226511,1,1,1.605404,3.0,5
1,2.0,62.903938,1,1,1.529834,1.456581,5
1,2.392665,62.337721,1,1,1.55,2.951056,5
1,2.577427,78.175706,1,1,1.731261,2.0,5
0,2.0,70.0,1,1,1.629194,2.803311,5
0,2.0,70.0,1,1,1.62,3.0,5
0,2.0,70.0,1,1,1.62,3.0,5
1,2.052152,68.803694,1,1,1.633491,1.972074,5
0,3.0,79.109637,1,1,1.752391,2.0,5
0,2.954996,85.833029,1,1,1.818226,2.430918,5
0,3.0,85.0,1,1,1.809101,2.229171,5
0,2.0,75.0,1,1,1.709484,2.843777,5
0,2.0,67.722222,1,1,1.607082,3.0,5
1,2.0,75.951472,1,1,1.718939,2.0,5
0,2.555401,89.652557,1,1,1.831357,3.0,5
1,2.108711,66.401407,1,1,1.6,2.746197,5
1,2.915279,77.929204,1,1,1.754813,1.530046,5
0,1.570089,80.273807,0,1,1.778447,2.0,5
0,2.0,75.0,1,1,1.709561,1.636326,5
1,2.0,71.602622,1,1,1.674568,1.701835,5
0,1.94313,82.228794,1,1,1.755317,2.367996,5
0,2.714447,75.0,1,1,1.708071,3.0,5
0,2.0,85.079589,1,1,1.806947,2.292073,5
1,2.903545,64.808022,1,1,1.599697,1.549931,5
1,2.0,72.748903,1,1,1.721903,1.0,5
0,3.0,75.480764,1,1,1.712556,1.229915,5
1,1.75375,54.93242,1,1,1.551288,2.0,5
1,2.543563,65.0,1,1,1.603842,2.0,5
1,2.39728,62.339003,1,1,1.588597,2.061062,5
1,3.0,73.193589,1,0,1.673482,1.591425,5
0,2.0,88.675503,1,1,1.858624,1.278231,5
1,2.37464,63.320629,1,1,1.593894,2.0,5
0,2.278644,69.529625,1,1,1.62,2.628985,5
1,1.620845,67.183128,0,1,1.616366,2.0,5
1,2.0,70.0,0,1,1.637396,2.326165,5
1,2.823179,60.628321,1,1,1.550723,1.226764,5
1,3.0,65.0,1,1,1.6,2.0,5
0,3.0,87.668828,0,1,1.820471,1.174611,5
1,2.0,73.641633,1,1,1.657496,1.0,5
0,2.0,80.0,0,1,1.752123,2.377362,5
0,2.061952,88.138777,1,1,1.857231,2.426465,5
1,2.0,79.544998,3,1,1.76,3.0,5
1,2.0,68.392133,0,1,1.644682,1.344539,5
1,2.838969,76.699774,3,1,1.737165,2.425927,5
1,2.568063,64.259379,1,1,1.507853,1.817983,5
0,3.0,87.286783,0,1,1.81006,1.205633,5
0,2.652958,86.981202,0,1,1.80179,2.0,5
0,2.0,70.0,1,1,1.625891,2.00876,5
0,2.0,70.0,1,1,1.64037,2.069184,5
0,1.27785,83.26312,0,1,1.791047,2.495944,5
0,2.0,75.0,1,1,1.679306,1.957871,5
1,1.729824,68.653347,1,1,1.615145,2.043703,5
1,1.452524,68.77185,1,1,1.616467,2.109858,5
0,2.0,86.522799,1,1,1.816783,2.177386,5
0,2.0,86.748295,1,1,1.812472,2.168651,5
1,3.0,75.62931,1,1,1.768231,2.112032,5
0,2.0,89.251639,1,1,1.870931,1.081333,5
0,2.0,89.558854,1,1,1.863685,1.005727,5
0,2.0,75.0,1,1,1.670227,2.0,5
0,2.0,75.948164,1,1,1.717288,2.0,5
0,2.0,79.828725,3,1,1.750359,2.045004,5
0,2.303367,75.306702,1,1,1.707557,1.277636,5
1,2.948425,74.812707,1,1,1.672446,1.0,5
1,2.291846,74.959747,1,1,1.675979,1.0,5
1,1.906194,67.939653,1,1,1.611239,2.597746,5
1,1.834155,68.06609,1,1,1.611356,2.632871,5
0,2.0,70.0,1,1,1.62,3.0,5
1,2.048582,63.183846,1,1,1.508908,2.0,5
1,2.948248,62.871794,1,1,1.561109,2.429911,5
1,2.869436,63.011645,1,1,1.554728,2.972426,5
1,2.293705,78.55444,1,1,1.730182,2.0,5
1,2.510583,78.88036,1,1,1.743841,2.0,5
0,2.0,70.0,1,1,1.62,3.0,5
0,2.0,70.0,1,1,1.62,3.0,5
0,2.0,70.0,1,1,1.62,3.0,5
0,2.0,70.0,1,1,1.62,3.0,5
0,2.0,70.0,1,1,1.62,3.0,5
1,2.366949,69.906708,1,1,1.642506,1.926577,5
1,2.615788,71.927379,1,1,1.69308,1.771781,5
0,3.0,79.414603,1,1,1.752115,2.0,5
0,2.217267,80.0,1,1,1.745033,2.0,5
0,3.0,85.0,1,1,1.820643,2.759246,5
0,2.801514,85.073801,1,1,1.80733,2.734782,5
0,2.188722,85.0,1,1,1.8,2.721356,5
0,2.971351,85.255631,1,1,1.814255,2.133767,5
0,2.086093,75.057177,1,1,1.700181,2.081121,5
1,1.901611,68.016472,1,1,1.604697,2.926995,5
1,1.977298,68.107866,1,1,1.611,2.217957,5
1,2.446872,77.956921,1,1,1.754497,1.81031,5
1,2.839048,77.965532,1,1,1.752944,1.639202,5
0,2.21232,87.105828,1,1,1.859927,2.374044,5
0,2.427689,90.52446,1,1,1.896073,2.876096,5
0,2.357496,66.621646,1,1,1.605314,2.184843,5
1,3.0,78.370039,1,1,1.758628,2.0,5
1,3.0,78.300084,1,1,1.755427,2.0,5
1,1.078529,80.091886,0,1,1.779882,2.568063,5
0,2.0,75.0,1,1,1.712061,1.333707,5
0,2.0,75.0,1,1,1.676014,1.164062,5
1,2.0,74.244004,1,1,1.7,2.0,5
0,1.064162,82.045045,1,1,1.765874,2.028426,5
0,1.993101,80.018571,1,1,1.74595,2.364498,5
0,2.620963,75.0,1,1,1.690196,2.824559,5
0,2.95118,85.0,1,1,1.81748,3.0,5
1,2.021446,65.363941,1,1,1.580964,1.077917,5
1,2.0,73.575981,1,1,1.652084,1.0,5
1,2.000466,69.168978,1,1,1.645511,1.131448,5
0,2.5621,75.383716,1,1,1.707968,1.172427,5
1,2.0,55.523481,1,1,1.456346,1.040342,5
1,2.0,55.376512,1,1,1.498561,1.274718,5
1,2.96008,65.0,0,1,1.603501,2.0,5
1,2.53915,63.597633,1,1,1.558045,1.977801,5
1,2.244142,62.877347,1,1,1.55,1.0,5
1,3.0,73.91692,1,0,1.647514,1.62244,5
0,2.0,86.098523,1,1,1.855779,1.675733,5
0,2.0,87.083266,1,1,1.853223,1.328835,5
1,2.253371,62.211572,1,1,1.570811,2.756916,5
1,2.851664,67.913561,0,1,1.617124,2.0,5
1,1.31415,67.439589,0,1,1.644053,1.364957,5
1,1.321028,65.0,0,1,1.608914,2.0,5
1,2.0,68.818893,0,1,1.647971,1.859089,5
1,2.253998,69.975607,0,1,1.624831,2.328331,5
1,2.778079,61.10403,1,1,1.508267,1.696691,5
1,2.838037,60.267427,1,1,1.518917,1.144467,5
1,3.0,65.0,1,1,1.6,2.0,5
0,2.814453,87.85785,0,1,1.838791,1.85916,5
1,2.013782,75.920519,1,1,1.730379,1.045586,5
1,2.0,80.0,0,1,1.759117,2.651194,5
1,2.0,80.0,0,1,1.755254,2.474132,5
0,2.459976,85.196279,1,1,1.804099,2.078011,5
0,2.643183,86.144904,1,1,1.813567,2.397124,5
1,2.0,78.721696,3,1,1.75655,2.813234,5
1,2.0,79.989789,3,1,1.756774,2.781628,5
1,2.22399,69.3899,0,1,1.62,2.20312,5
1,2.104105,75.0,1,1,1.709585,1.871033,5
1,1.972545,57.259124,1,1,1.535618,1.711074,5
0,2.286481,87.032398,0,1,1.818848,1.797161,5
0,2.971588,87.107317,0,1,1.817641,1.394883,5
0,2.0,70.0,1,1,1.636592,2.881677,5
0,2.0,70.0,1,1,1.621412,2.795651,5
0,2.872121,85.770013,1,1,1.802871,2.111913,5
0,2.109162,75.399191,1,1,1.696201,1.971774,5
0,2.178889,75.0522,1,1,1.694633,1.853991,5
1,1.142468,68.981403,1,1,1.618148,2.197732,5
0,2.047069,88.633616,1,1,1.856811,1.641022,5
1,2.843709,86.934846,1,1,1.738321,1.130079,5
1,2.416044,80.914382,1,1,1.739293,1.352649,5
0,2.0,85.316125,1,1,1.807538,1.968011,5
0,2.146598,85.228116,1,1,1.849425,2.100112,5
0,2.0,75.0,1,1,1.712473,1.362642,5
1,2.0,80.0,0,1,1.753471,2.64548,5
0,2.0,75.371244,1,1,1.717432,2.0,5
0,2.0,75.0,1,1,1.677573,2.0,5
1,3.0,74.885222,1,1,1.679725,1.000695,5
1,1.766849,68.058902,1,1,1.600914,2.616285,5
1,1.188089,68.908136,1,1,1.617749,2.039535,5
0,1.910176,68.865008,1,1,1.610209,2.943097,5
0,2.0,69.463458,1,1,1.612556,3.0,5
1,2.956671,62.341438,1,1,1.548178,2.868132,5
1,2.002796,62.855073,1,1,1.568441,2.526775,5
1,2.288604,62.417228,1,1,1.532322,2.638164,5
1,2.277077,78.997062,1,1,1.730199,2.0,5
1,2.138334,78.429312,1,1,1.730167,2.0,5
0,2.0,70.0,1,1,1.627396,2.976177,5
0,2.0,70.0,1,1,1.62,3.0,5
0,2.0,70.0,1,1,1.62,3.0,5
0,2.0,70.0,1,1,1.62,3.0,5
1,2.029634,69.242354,1,1,1.638744,1.827515,5
1,2.048216,71.81338,1,1,1.680858,1.305816,5
1,2.8557,79.469513,1,1,1.758372,2.663861,5
0,2.995599,85.084364,1,1,1.822573,2.568157,5
0,2.987148,85.302146,1,1,1.815409,2.359246,5
0,2.0,75.0,1,1,1.698049,2.763573,5
1,2.0,67.773914,1,1,1.60681,3.0,5
1,1.887951,67.999778,1,1,1.610327,2.682107,5
0,2.786008,75.142858,1,1,1.710415,2.526193,5
0,2.0,75.688433,1,1,1.716289,2.0,5
0,2.342323,89.429199,1,1,1.834715,2.878866,5
1,1.874935,67.140367,1,1,1.611822,2.558773,5
1,2.213135,66.126964,1,1,1.6,2.046766,5
1,2.273548,77.97917,1,1,1.753578,1.648404,5
1,2.780699,78.664618,1,1,1.742364,1.579207,5
0,1.687569,80.113493,0,1,1.775626,2.079131,5
0,2.0,75.0,1,1,1.714253,1.081597,5
0,2.0,75.0,1,1,1.693628,1.833055,5
1,2.0,71.170001,1,1,1.659172,1.281683,5
0,1.989905,82.329047,0,1,1.776347,2.080968,5
0,1.947405,82.694689,0,1,1.767806,2.136159,5
0,2.162519,75.0,1,1,1.702516,2.152666,5
0,2.923916,85.301029,1,1,1.814182,2.372444,5
1,2.99448,65.423942,1,1,1.59994,1.706568,5
1,2.0,72.906186,1,1,1.666023,1.0,5
0,3.0,75.093569,1,1,1.701584,2.643468,5
0,2.507841,75.828119,1,1,1.713343,1.279756,5
1,1.836554,53.620604,1,1,1.489409,2.0,5
1,1.773265,55.822119,1,1,1.518067,1.075239,5
1,2.388168,65.062945,0,1,1.616533,1.438018,5
1,2.286146,65.127324,1,1,1.589616,2.657303,5
1,3.0,73.501233,1,1,1.675612,1.509734,5
0,2.0,89.754302,1,1,1.874061,1.15031,5
1,2.487167,62.631382,1,1,1.580765,2.396977,5
0,2.185938,69.575315,1,1,1.62,2.81353,5
1,2.206399,66.738769,0,1,1.613921,2.0,5
1,1.952987,67.193585,0,1,1.618683,1.334856,5
0,2.0,70.0,0,1,1.637537,2.118716,5
1,2.908757,61.616,1,1,1.566524,1.622827,5
1,2.628791,63.856193,1,1,1.542328,1.512035,5
1,3.0,65.0,1,1,1.6,2.0,5
1,2.749629,65.0,1,1,1.600184,2.0,5
0,1.595746,87.070234,0,1,1.773656,1.274389,5
1,2.885178,74.147443,1,1,1.64602,1.017006,5
1,2.372494,73.810728,1,1,1.65015,1.028538,5
0,2.0,80.0,3,1,1.751029,2.122884,5
0,2.153639,89.496905,1,1,1.838266,2.703337,5
0,2.793561,87.656029,1,1,1.824449,2.429059,5
1,2.0,79.349221,0,1,1.76,3.0,5
1,2.0,68.250249,0,1,1.622241,1.319437,5
1,2.992329,75.816864,3,1,1.729996,2.004908,5
1,2.927409,75.970712,3,1,1.725233,2.209991,5
1,2.706134,64.726948,1,1,1.541039,1.979848,5
0,2.010684,89.28282,1,1,1.773766,2.0,6
0,2.0,89.068227,1,1,1.75463,2.38725,6
0,2.0,80.0,0,1,1.674327,2.0,6
0,2.0,80.555875,0,1,1.72,2.0,6
0,2.0,101.482054,1,1,1.913241,2.175632,6
0,2.300408,82.523113,1,1,1.737984,1.738959,6
0,2.119643,82.207978,1,1,1.703688,1.723372,6
0,2.0,80.0,0,1,1.716308,2.0,6
0,2.0,80.0,0,1,1.65,2.0,6
1,2.0,65.522744,1,0,1.57856,1.970622,6
0,2.901924,85.687751,1,1,1.780846,2.76382,6
0,2.0,91.630257,1,1,1.823168,1.290979,6
1,2.451009,65.220249,0,0,1.525234,2.0,6
1,2.0,61.373868,0,0,1.481682,1.453626,6
0,2.754646,87.803311,1,1,1.768578,2.957821,6
1,2.417635,69.743323,0,0,1.569878,1.937674,6
1,2.512719,67.904023,0,0,1.568188,1.131169,6
0,1.771693,89.994415,1,1,1.792527,2.0,6
0,1.57223,89.868784,1,1,1.795311,2.0,6
1,2.0,80.0,0,1,1.700038,2.0,6
1,2.0,80.458343,0,1,1.668649,1.142873,6
0,2.0,84.687554,1,1,1.7,2.020424,6
0,2.0,83.952968,1,1,1.713825,1.810738,6
1,2.661556,78.055968,1,1,1.7,3.0,6
0,2.0,91.059595,1,1,1.835381,1.18423,6
0,2.0,80.761409,1,1,1.7,2.879402,6
1,3.0,78.0,3,1,1.7,1.699971,6
0,2.097373,83.199034,0,0,1.7,1.538626,6
1,2.061461,77.272652,1,1,1.659877,3.0,6
0,1.317729,96.192662,1,1,1.836943,2.0,6
0,1.882235,93.086419,1,1,1.819614,2.0,6
0,2.951591,85.312639,1,1,1.717775,2.971557,6
0,2.067817,90.0,1,1,1.791867,1.082084,6
1,2.54527,80.749657,3,1,1.7,2.269564,6
0,2.0,83.568035,0,1,1.68108,2.482294,6
1,2.0,78.574786,3,1,1.660756,2.0,6
0,2.0,80.491339,0,1,1.769269,2.0,6
0,2.694281,85.0,0,1,1.765188,2.653831,6
0,2.0,80.0,0,1,1.65,2.0,6
0,2.821977,80.0,0,1,1.654757,1.954968,6
1,2.0,79.165306,0,1,1.647768,1.0,6
0,2.0,80.539,1,1,1.691303,2.0,6
1,2.0,65.031879,0,0,1.532897,1.0,6
1,2.0,64.848627,0,0,1.565288,1.0,6
1,2.0,63.65233,0,0,1.5,2.0,6
1,2.252472,64.814109,0,0,1.507106,2.0,6
0,2.0,81.32297,1,1,1.70074,1.5197,6
0,2.0,81.650778,1,1,1.715118,1.628997,6
1,3.0,78.967919,0,1,1.696423,2.981604,6
1,2.033745,80.0,0,1,1.653088,1.517225,6
1,3.0,77.426465,0,1,1.681842,1.999737,6
1,2.595128,77.13322,0,1,1.652202,1.642251,6
0,2.759286,99.0,1,1,1.848683,2.549617,6
0,2.0,96.01851,1,1,1.835678,3.0,6
1,3.0,71.728069,1,0,1.560029,2.0,6
1,3.0,72.105856,1,0,1.621048,2.0,6
0,1.925064,78.0,0,0,1.699474,2.774043,6
0,2.0,82.130728,0,1,1.745528,1.774778,6
0,2.0,85.0,1,1,1.720379,2.802498,6
0,2.846981,85.050558,1,1,1.758787,2.87781,6
0,2.650629,81.384224,1,1,1.704908,1.708083,6
1,3.0,77.561602,0,1,1.691322,2.0,6
0,2.0,95.277392,1,1,1.78629,3.0,6
0,2.0,83.016968,0,1,1.705617,2.991671,6
0,2.631565,84.75383,0,1,1.733439,2.253422,6
1,2.0,83.0,0,1,1.701397,2.0,6
1,2.522399,74.433362,1,0,1.625236,2.397653,6
1,3.0,72.467862,1,0,1.545196,2.0,6
0,2.0,92.69551,1,1,1.843172,2.629043,6
0,2.784471,82.011962,1,1,1.705813,2.984153,6
0,1.650505,78.790936,1,0,1.704141,2.0,6
0,1.961347,78.073528,1,0,1.706082,2.0,6
0,2.133955,93.798055,1,1,1.842943,1.753464,6
0,2.684528,99.623778,1,1,1.880992,1.05668,6
0,2.265973,82.853749,1,1,1.726774,2.0,6
0,2.0,84.315608,0,1,1.73196,2.205911,6
0,3.0,86.963628,1,0,1.751278,2.0,6
0,2.0,88.431954,1,1,1.780448,1.791286,6
0,2.0,97.92035,1,1,1.85,1.117464,6
0,1.306844,88.03748,1,1,1.785241,2.0,6
0,2.0,86.319887,1,1,1.718845,2.693978,6
1,2.258795,68.85097,0,0,1.530248,1.172186,6
1,2.0,80.386078,0,1,1.664927,2.641642,6
1,2.689929,77.205685,0,1,1.673333,1.718569,6
0,2.712747,82.480214,1,1,1.725587,1.526313,6
1,2.353603,86.94538,0,1,1.733875,1.830614,6
1,2.598051,79.66832,0,1,1.675953,1.0,6
0,1.718156,89.802492,1,1,1.786238,2.0,6
0,2.0,80.0,0,1,1.718534,2.0,6
0,2.0,101.544589,1,1,1.919543,2.001936,6
0,2.795086,82.586893,0,1,1.707613,1.367876,6
0,2.0,80.0,0,1,1.658393,2.0,6
1,2.030256,65.912688,0,0,1.536819,1.984323,6
0,2.0,90.13868,1,1,1.805459,2.174835,6
1,2.493448,67.083121,0,0,1.521008,1.849997,6
0,2.442536,87.27989,1,1,1.744733,2.825629,6
1,2.003951,65.140408,0,0,1.529223,1.207978,6
0,1.34138,89.98168,1,1,1.799742,2.0,6
1,2.0,80.037202,0,1,1.681314,1.964435,6
0,2.0,85.743727,1,1,1.706912,2.747302,6
1,2.0,80.0,0,1,1.663509,2.13755,6
0,2.0,88.096062,1,1,1.752265,2.0,6
0,2.607335,83.337721,1,1,1.735343,2.0,6
1,3.0,78.0,3,1,1.7,1.507638,6
0,2.061384,83.414072,1,0,1.7,1.909253,6
1,2.696381,77.858532,1,0,1.633794,2.472964,6
0,1.116068,95.887056,1,1,1.856759,2.0,6
0,2.116432,90.0,1,1,1.77433,1.002292,6
1,3.0,78.0,3,1,1.7,2.147074,6
0,2.031246,84.416515,0,1,1.719509,2.803002,6
1,2.938031,78.0,3,1,1.658202,1.931242,6
